1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05
1.430000000000002233e-05,1.254210526315790884e-05,1.327894736842105237e-05,1.378947368421052295e-05,1.240526315789472230e-05,1.345263157894736712e-05,1.347368421052630091e-05,1.392631578947368069e-05,1.294736842105263253e-05,1.342105263157894272e-05,1.406842105263158459e-05,1.408947368421052347e-05,1.357368421052631690e-05,1.367368421052631594e-05,1.326842105263158378e-05,1.324736842105262796e-05,1.302105263157894993e-05,1.338947368421052170e-05,1.310526315789472746e-05,1.315789473684209582e-05
2.220000000000002801e-05,1.891578947368422861e-05,2.267368421052631786e-05,1.997894736842105090e-05,2.237368421052632412e-05,1.952631578947368806e-05,1.755789473684209604e-05,2.049473684210526255e-05,1.847894736842105849e-05,1.648421052631578483e-05,1.744210526315790089e-05,1.748947368421052310e-05,1.801578947368421689e-05,1.750000000000000863e-05,1.707368421052632404e-05,1.697368421052631823e-05,1.669999999999999935e-05,1.665789473684209450e-05,1.623684210526313743e-05,1.631578947368417557e-05
4.130000000000001454e-05,4.060526315789475554e-05,3.152105263157897779e-05,3.269473684210528466e-05,3.324210526315790886e-05,2.716842105263157775e-05,2.446842105263157311e-05,2.733157894736841544e-05,2.208947368421051294e-05,2.345789473684208699e-05,2.198421052631576944e-05,2.225263157894734047e-05,2.094210526315787077e-05,2.079999999999997365e-05,2.164210526315786745e-05,1.980526315789471074e-05,2.017894736842102188e-05,1.995789473684207306e-05,1.962631578947365661e-05,1.947368421052628074e-05
1.674999999999999514e-04,9.220526315789468841e-05,8.024210526315788577e-05,5.382631578947368154e-05,5.991578947368422569e-05,4.046842105263159610e-05,3.719999999999999620e-05,3.460000000000000076e-05,3.649999999999999951e-05,3.141578947368421735e-05,2.950000000000000216e-05,2.818947368421053246e-05,2.694210526315790141e-05,2.642105263157895208e-05,2.517368421052633458e-05,2.582105263157896121e-05,2.391052631578948710e-05,2.353157894736843150e-05,2.299473684210527589e-05,2.263157894736844011e-05
1.090283999999999559e-01,4.877205263157897291e-03,3.938894736842105311e-04,1.861578947368421522e-04,8.441052631578948044e-05,7.039473684210527946e-05,6.335263157894739758e-05,4.722631578947369729e-05,4.094210526315790629e-05,4.141578947368421647e-05,4.087368421052632318e-05,4.035789473684211153e-05,3.409473684210526448e-05,3.378421052631580215e-05,3.096315789473685112e-05,3.099999999999999457e-05,2.784736842105263726e-05,2.791052631578947929e-05,2.695789473684209075e-05,2.578947368421051817e-05
4.443799000000002719e-01,3.497234631578948205e-01,1.129571631578946689e-01,1.300313684210526594e-02,3.839421052631580172e-04,1.890263157894736610e-04,8.527894736842111688e-05,6.938421052631579334e-05,7.442105263157894313e-05,4.771052631578946929e-05,4.321052631578946155e-05,4.271052631578944262e-05,3.784210526315784449e-05,4.109473684210523812e-05,3.648947368421048349e-05,3.334736842105259476e-05,3.218421052631574293e-05,3.037368421052627463e-05,2.959473684210520592e-05,2.894736842105257590e-05
7.382630999999999499e-01,5.875053315789479091e-01,4.474757105263160728e-01,2.430177105263156834e-01,1.117219894736842384e-01,5.329473684210523678e-03,2.941315789473683919e-04,1.988368421052631849e-04,8.239999999999999712e-05,7.861578947368418556e-05,6.736842105263153167e-05,6.461578947368419763e-05,5.537894736842102707e-05,4.494210526315790865e-05,4.141052631578947201e-05,4.157368421052632664e-05,3.855789473684212876e-05,3.450000000000006610e-05,3.440526315789480135e-05,3.210526315789480643e-05
8.901968999999995136e-01,7.785607105263159244e-01,6.547508789473686086e-01,4.933515947368418697e-01,2.998862631578946836e-01,1.982189315789472661e-01,1.884337368421052858e-02,6.791894736842102017e-04,1.644000000000000658e-04,1.418000000000000044e-04,9.875263157894736358e-05,7.222631578947368155e-05,6.002631578947367638e-05,5.801578947368419984e-05,4.784210526315789105e-05,4.752631578947368426e-05,4.237368421052633931e-05,3.926315789473682925e-05,3.691578947368422229e-05,3.526315789473688788e-05
9.407565000000002176e-01,8.561850368421051183e-01,7.650562526315790590e-01,6.660004684210527603e-01,5.548662052631579966e-01,4.129076368421051857e-01,2.019398105263158494e-01,5.979213157894738839e-02,4.635842105263156851e-04,1.606894736842105818e-04,1.173210526315789288e-04,1.039105263157894665e-04,8.042631578947370468e-05,6.581052631578947557e-05,5.897368421052632945e-05,5.240000000000000652e-05,4.418947368421055546e-05,4.396842105263162697e-05,4.072631578947372903e-05,3.842105263157898965e-05
