1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05
1.420000000000002498e-05,1.356842105263158260e-05,1.435789473684210805e-05,1.652105263157894183e-05,1.394210526315789036e-05,1.453157894736842110e-05,1.386315789473684035e-05,1.447368421052631506e-05,1.438947368421052737e-05,1.361052631578947560e-05,1.367894736842105193e-05,1.327368421052631638e-05,1.318421052631578932e-05,1.297368421052631925e-05,1.319999999999999729e-05,1.347368421052631785e-05,1.298421052631578954e-05,1.346315789473684418e-05,1.325263157894736734e-05,1.315789473684209582e-05
2.300000000000003051e-05,2.367368421052632184e-05,2.191052631578946898e-05,2.474736842105264322e-05,2.019473684210527220e-05,1.900526315789473873e-05,1.869999999999999375e-05,1.974736842105264027e-05,2.084736842105262974e-05,1.802105263157894102e-05,1.737894736842105208e-05,1.752631578947369027e-05,1.813684210526317345e-05,1.691052631578947958e-05,1.685789473684210613e-05,1.746842105263158931e-05,1.710000000000001585e-05,1.728421052631579072e-05,1.683157894736840755e-05,1.631578947368417557e-05
6.819999999999995012e-05,4.658947368421050537e-05,3.992105263157895835e-05,3.147894736842107632e-05,3.048947368421053755e-05,3.407368421052631375e-05,2.835263157894735660e-05,2.884210526315788322e-05,2.884736842105260735e-05,2.553684210526313309e-05,2.495789473684207601e-05,2.418947368421049622e-05,2.242631578947365352e-05,2.111052631578943937e-05,2.071578947368418088e-05,2.124736842105260897e-05,2.060526315789471325e-05,1.979473684210523199e-05,2.011052631578944555e-05,1.947368421052628074e-05
1.594859999999999681e-02,1.025236842105262591e-03,1.472894736842105001e-04,9.732105263157902542e-05,8.656315789473685411e-05,6.201578947368422930e-05,4.300526315789473256e-05,3.797894736842104458e-05,4.481578947368419069e-05,3.676315789473684302e-05,4.053684210526314533e-05,4.077368421052632752e-05,3.296315789473686585e-05,2.706315789473686474e-05,2.754736842105265029e-05,2.682631578947369610e-05,2.481052631578948187e-05,2.344210526315792476e-05,2.362105263157895856e-05,2.263157894736844011e-05
3.884883000000000641e-01,2.326115842105263010e-01,1.080096368421052111e-01,6.901901578947368388e-02,8.970978947368422537e-03,1.011047368421052507e-03,1.388842105263158699e-04,9.998947368421055653e-05,8.400526315789478725e-05,6.481052631578947836e-05,5.420526315789474730e-05,4.672105263157896778e-05,4.069999999999999996e-05,3.323157894736842672e-05,3.397368421052633842e-05,3.147368421052630476e-05,3.107894736842103949e-05,2.928947368421052532e-05,2.697894736842105164e-05,2.578947368421051817e-05
6.818581000000003556e-01,4.936838315789475740e-01,4.275051631578945521e-01,2.884327999999997671e-01,1.630214052631577815e-01,9.080742105263149566e-02,2.406680526315789839e-02,5.452421052631578179e-04,2.865631578947369315e-04,1.346000000000000191e-04,7.964210526315791184e-05,5.715789473684210653e-05,4.521052631578944918e-05,4.514210526315788640e-05,4.248421052631574257e-05,4.046842105263156222e-05,3.625789473684204575e-05,3.179999999999994626e-05,3.081052631578942442e-05,2.894736842105257590e-05
8.042573000000000638e-01,6.736215210526315111e-01,6.085010842105263995e-01,4.219141473684209775e-01,3.674814263157895611e-01,2.960835578947369484e-01,1.625442421052631925e-01,9.764357894736842847e-02,1.764249473684210631e-02,3.364526315789476119e-04,1.832789473684210324e-04,1.260263157894736747e-04,1.023052631578947171e-04,6.042631578947368611e-05,6.984736842105265526e-05,4.689473684210527745e-05,4.012631578947375511e-05,3.565789473684217347e-05,3.369473684210532930e-05,3.210526315789480643e-05
9.262681999999997640e-01,7.871270473684214286e-01,7.419415473684211060e-01,5.236292368421056054e-01,5.095503736842101894e-01,4.457038578947367657e-01,3.236647684210526288e-01,2.137694157894737268e-01,1.306171947368420794e-01,3.323617368421052237e-02,6.758473684210530331e-04,3.159842105263158921e-04,1.122947368421052002e-04,8.127894736842099254e-05,5.854210526315788686e-05,6.119473684210524557e-05,4.818421052631579303e-05,4.154736842105263822e-05,3.702105263157895562e-05,3.526315789473688788e-05
9.332977000000001189e-01,8.448199631578945379e-01,8.054827210526315229e-01,7.020274210526312730e-01,6.792677578947368122e-01,5.750869894736843069e-01,4.519045315789473882e-01,4.218103052631578809e-01,2.681395736842104860e-01,1.870239684210527054e-01,5.103807894736839962e-02,1.921415789473683794e-03,2.495736842105262393e-04,1.473947368421051995e-04,7.397368421052637557e-05,6.526315789473689202e-05,5.190000000000005536e-05,4.767368421052635294e-05,4.326315789473688582e-05,3.842105263157898965e-05
