1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05,1.000000000000001945e-05
1.520000000000002388e-05,1.458421052631579963e-05,1.424736842105263533e-05,1.406842105263157781e-05,1.397368421052631137e-05,1.356315789473683475e-05,1.277368421052630931e-05,1.355263157894736786e-05,1.408947368421053024e-05,1.434736842105263776e-05,1.353684210526316328e-05,1.318947368421052531e-05,1.338421052631579079e-05,1.383157894736842272e-05,1.314210526315789632e-05,1.343157894736842316e-05,1.315263157894736491e-05,1.319999999999999390e-05,1.320526315789472650e-05,1.315789473684209582e-05
2.180000000000003184e-05,2.276315789473684831e-05,2.212631578947369366e-05,1.993684210526316299e-05,2.019473684210526543e-05,1.813157894736843237e-05,1.904736842105263003e-05,1.855789473684211019e-05,1.764736842105262988e-05,1.831052631578948650e-05,1.682631578947369020e-05,1.713157894736841823e-05,1.742105263157895016e-05,1.843157894736842273e-05,1.588421052631579735e-05,1.713157894736842162e-05,1.661052631578947229e-05,1.728421052631578733e-05,1.678947368421050609e-05,1.631578947368417557e-05
4.500000000000005027e-05,4.612105263157896675e-05,3.515789473684212743e-05,3.635263157894739181e-05,2.647368421052632214e-05,2.875789473684210401e-05,2.873157894736841220e-05,2.745789473684209274e-05,2.511052631578945189e-05,2.468947368421050499e-05,2.464736842105260352e-05,2.335263157894734010e-05,2.299473684210522507e-05,2.197894736842102837e-05,2.133684210526312926e-05,2.169473684210524090e-05,1.936315789473681988e-05,1.979999999999997306e-05,1.939999999999996672e-05,1.947368421052628074e-05
2.371999999999996670e-04,1.168052631578946629e-04,9.145263157894734877e-05,9.230526315789469084e-05,6.078947368421051849e-05,5.416842105263158352e-05,3.981578947368421146e-05,4.102105263157895798e-05,3.692631578947369765e-05,3.328947368421052090e-05,3.283157894736841699e-05,2.892105263157895525e-05,3.008947368421052782e-05,2.549473684210528244e-05,2.717894736842106667e-05,2.414210526315790451e-05,2.513684210526317758e-05,2.388421052631580546e-05,2.343157894736843584e-05,2.263157894736844011e-05
2.720361999999999503e-01,1.580141578947368286e-01,3.832896842105262825e-02,1.897247368421052689e-03,2.333421052631577718e-04,1.171263157894737023e-04,1.266000000000000144e-04,7.010526315789473398e-05,5.508947368421053580e-05,6.595263157894737946e-05,4.546842105263158889e-05,4.308421052631577748e-05,3.638947368421052172e-05,3.492105263157895879e-05,3.093157894736843180e-05,3.412631578947369058e-05,2.818421052631578462e-05,2.762105263157893381e-05,2.582105263157894766e-05,2.578947368421051817e-05
6.550387000000000848e-01,4.551245631578948458e-01,3.507006578947368669e-01,1.936905631578946796e-01,8.341867368421045092e-02,9.474557894736841679e-03,6.401631578947366901e-04,1.586842105263157007e-04,1.317105263157894240e-04,7.734736842105266138e-05,5.971052631578948992e-05,4.386315789473681909e-05,4.568947368421049705e-05,4.241578947368419334e-05,3.535263157894734040e-05,3.630526315789470523e-05,3.240526315789469852e-05,3.161052631578942354e-05,3.006315789473678859e-05,2.894736842105257590e-05
7.973232000000001207e-01,6.224683263157892998e-01,5.747906315789474974e-01,4.078091526315787974e-01,3.037088789473685324e-01,1.839528736842103995e-01,7.095335789473684873e-02,4.433357894736839923e-03,3.087473684210526211e-04,1.474052631578947291e-04,9.714736842105254635e-05,7.524210526315791331e-05,6.911578947368417149e-05,5.327894736842103701e-05,4.637894736842107258e-05,4.068421052631584789e-05,3.867894736842110225e-05,3.642631578947374649e-05,3.372105263157901771e-05,3.210526315789480643e-05
8.955933000000000366e-01,8.075167368421055647e-01,6.775943684210529172e-01,6.216506526315785930e-01,5.045321473684211133e-01,4.024822210526315946e-01,2.322403842105262850e-01,1.127747000000000055e-01,2.335007894736841616e-02,4.998368421052631558e-04,1.854789473684211130e-04,1.030842105263158129e-04,7.894210526315789483e-05,6.609473684210524270e-05,4.939999999999998781e-05,5.183157894736842481e-05,4.436315789473685835e-05,4.152631578947372815e-05,3.743684210526319195e-05,3.526315789473688788e-05
9.229646000000006900e-01,8.608962315789467912e-01,7.921863894736838052e-01,7.018755842105263154e-01,5.995177842105265942e-01,5.136053473684210058e-01,4.069451526315790435e-01,3.405669736842104611e-01,1.552904526315789235e-01,3.224403157894735472e-02,5.400210526315790118e-04,1.724947368421051591e-04,1.135157894736842207e-04,8.707894736842105221e-05,6.741052631578950090e-05,5.856315789473688502e-05,5.233157894736845052e-05,4.413157894736845449e-05,4.163157894736846149e-05,3.842105263157898965e-05
